Yorum,Etiket
Ürün üzerinde ne yaş etiketi vardı nede paketi öylece ürün kargo poşetine koyulup göndeirlmiş. hiç beğenmedim kaliteli bir ürün asla değil.,0
Beğenmedim kumaşı yumuşak değil ve paçasında defo var uğraşmak istemiyorum iade etmedim,0
paçanın biri uzun biri kısa...bunu yikadiktan sonra farkettigim için ürün değişimi yapılmıyormuş.. yikamasam aynı ürünü iade alip başkasına mi satmayı dusunuyordunuz ? bu ürün yikansada yikanmasada hatalı ürün... ben size yıkadım ürün çekti demiyorum ki... oldu ki yanlış yıkadım diyelim.. tek paca mi çeker küçülür ? param resmen çöpe gitti,0
Berbat bi ürün,0
KalitesiZ kesinlikte beğenmedim,0
Üŕünü...hediye etmek için aldım..bugünde geldi...açtım baktım..ki allahtan açmisım..alt kısminda koca bir leke mi desem..kumaş erimesi desem bsey var..çekip resmini firmaya gonderdim..bana kusura bakmayin diyeceklerine..ürün kullanılmadiysa..yok etiketi koparilmadiysa ancak iade ederiz dediler...ilgisiz..sattigı ürünun arkasinda durmayan bir firma.,0
ürün fotoğrafta göründüğü gibi değil hiç memnun kalmadım ren sarı yazıyor hardal geliyor,0
Bilseydim kargo böyle rezil bir şekilde elime ulaşacak kesinlikle sipariş vermezdim.,0
Kesinlikle tavsiye etmiyorum tek yıkama İle hem soldu hemde küçüldü fotoğraf da canlı gözüküyor,0
Rengi çok soluk,0
Berbat kesinlikle tavsiye etmiyorum,0
Beklediğimden daha ince ve yırtık geldi. Kargo hızlıydı. Hediye aldığım için iade de edemedim.,0
malzeme iyi deil,0
yalniş beden gondermişler. başkasına hediye ettik,0
9-12 ayı seçtiğim halde 3 aylık ürün bedeni gönderilmiş yazık gerçekten elinizde kalmadıysa olan bedenlerin satışını yapın. Ayrıca Asla fiyatının ederi değil kalitesiz bir ürün asla tavsiye etmiyorum,0
malesef renk soluk sahsen bence fotoya kanmayin,0
ilk yikamada renklerde solma yapti begenmedim,0
sakın almayın rengi soluk hiç esnek değil benim aldığım üründe delik cikti,0
kumaşı kalitesi cok kötü,0
Beden hatali geldi alt 12 ay üst 9 ay ben 3aylik bebeğime 6.9vermistim şuan giydiremicem rengi canlı turuncu değil kiremit rengi gibi koyu turuncu kalitesiz diyemem güzel ince penyesi 3takim siparis etmiştim 3ude yanlış beden ben bidaha alışveriş yapmam başkaları için daha dikkatli olmalarını temenni ederim küçükte gelebilirdi iade mecburi olucakti,0
1 yıkamada soldu. Böyle olacağını bilseydim almazdım.,0
Rengiyle bir alakası yok yani geri iade yapıyorum,0
Sadece kargo paketine koymuslar.9-12aldım etıkette sadece 12yazıyor.50tl etmez bence,0
Bir yıldız bile fazla 9 aylık söyledik sanırsınız 2 aylık bebek için ayrıca etiketi yok inşallah sorun çıkarmazlar bir de satıcı direkt kargo poşedine sarmış iade edeceğim ederken evdeki şeffaf poşetlere sarıp iade edeceğim gerçekten pes utanır insan ! İndirim diye 67tl ye almayın gidin lcw dan alın uygulamasında outlet falan var ben dedim anneme o,0
Kalitesiz bir ürün tavsiye etmem,0
aşırı kalitesiz iade,0
rengi soluk,0
3-6 aylık istemiştim 6-9 aylık geldi. Direk iade,0
çok soluk bir renkle geldi,0
çok kötü bir kumaşa sahip paranız çöp olur resmen aşırı derecede geniş elimi koydum genişliği anlaşılsın diye,0
Kesinlikle ürün görselsek gibi canlı tenkte değil soluk bir renk ve kumaşı çok kalitesiz,0
"25 gün bekledikten sonra, ürün gelmedi. trendyolda yazdım, iade süreç başlattılar. bu paralar nekadar kalyor hisaplarında ve nakadar faydalanyorlar Allah bilir.",0
urun cok ince verilen paraya degmez ust buyuk alt kucuk geliyor orantisiz ve 1 yikamada gidecek gibi gozukuyor,0
Bu nasıl bir sorumsuzluktur anlamadım o kadar çok alışveriş yaparım ama böylesi çok tuhaf keşke yorumlara güvenip almasaydım 9 12 ay sipariş ettim 6 9 ay gelmiş hadi tamam olsun denilir ama ürün 6 9 ay bile değil yenidoğan resmen!!!,0
Ürün güzel kumaşı rahat renk atmafı küçülme yapmafı ama bana böre büyğk beden alınabilir Kalıpları çok küçük yad çekme yaptı ben fatkedemedim. Anlamadım yani karamnole geld,0
"İndirimdeyken 41 liraya almıştım. Rengi asla burdaki gibi canlı değil. Kirli turuncu gibi duruyo, kumaş kalitesi çok çok kötü, üzülerek iade🤦🏻‍♀️",0
Kesinlikle tavsiye etmiyorum hiç göründüğü gibi değil çok sert bi kumaşı var kalıpları dar,0
ince kumasi begenmedim,0
ürün kalitesi görüntüdeki gibi değil malesef,0
spariş edilen bedenden farklı gönderilmiş,0
Çocuğum için sipariş verdim. 9-12 aylık bedeni seçtim fakat üstü fotoğrafta göüktüğü üzere 12 aylıkken altı 6 aylık geldi. Göründüğünden ince kumaşı var.,0
Aslında bir yıldızı sadece kargo personeline verdim o kadar ilgisiz bir ürün göndermişlerki paketlemede bile zahmet etmeyip direk karga tulumba kargo poşetine koyup gönderilmiş ayrıca ürünün 12-18 ayla hiç alakası yok yeni doğan bebek ancak giyer ürünü iade edeceğim,0
ürün kumaşı idare eder yanlız resimdeki gbi canli renk değil soluk renk ben ürün geldgnde fark ettim,0
ürün beş kuruşa yaramıyor ilk yıkamada rengi gitti salaş oldu,0
İlk yıkamada rengi soldu kumaşı cok kaliteli değil özellikle pijaması solma yaptı,0
Ürünün renkleri görsekdeki gibi canlı değildi soluk renkliydi.. kumaşıda hiç güzel değil..kargoya çok geç verildi..hiç memnun kalmadım,0
Malesef renkler göründüğü gibi gelmiyor,0
beklentimi karşılamadı göründüğü gibi kaliteli değil soluk ve seyrek dokuma kumas,0
"Ürün çok kötü kalitesi, küçücükgeldi 9-12 değilde 4 aylık gibi",0
cok ince ve rengi soluk keşke almasaydım,0
İki tane sipariş verdik ikisi de defolu geldi,0
Kargo firması ürünü siparişleri karıştırıyor satıcı ürüne sahip çıkmıyor,0
kumaşını hiç beğenmedim yazık oldu,0
Maalesef göndermiş olduğunuz ürünü beğenmedik resimdeki ürün ile renkler çok farklı,0
Ürün güzel ancak 12-18 ay sipariş etmeme rağmen alt 9 ay- üst 12 ay geldi. 17 aylik oğluma tabiki olmayacağı için iade ediyorum. ayrıca bedenler sipariş bölümünde yazdığı gibi 12-18 ay aralıklı değil tek 12 ay şeklinde geliyor. Anneleri uyarayım.,0
Kalitesi çok kötü ve beli çok sıkı,0
12/18 ay olarak aldım 18 aylık göndermişler bayağı büyük geldi kumaşıda kötü,0
Ürün çok kötü kesinlikle almayın,0
Ürün çok kötü tüylendi ve genişledi çok tuhaf oldu,0
idarelik tülenme yapıyı,0
hem kalitesiz hem bedenleri küçücük,0
👎🏻 sevmedim,0
Hemen tiftiklendi almayın,0
Yeni giydirmeye başladım hep tiftik yaptı eskimiş gibi duruyor 2-3 kez oldu giydireli memnun kalmadım...,0
"Çok kötü ,kesinlikle tavsiye etmiyorum",0
Keşke ürünleri göndermeden kontrol edilse defolu ürün gönderildi üzülerek iade ediyorum,0
Çok sert hiç beğenmedim.,0
Ürün çok ince ve kalitesiz etiketi kopmuş bi şekilde geldi lekeli,0
ürünün kalitesi kötüydü begenmedim,0
defoluydu gözüktüğü gibide gelmiyor,0
ürün göründüğü gibi değil hiç memenin deyilim bir daha bu markadan ürün almicam aldirmicam...,0
Çok basit görünüşe aldanmayın sakın basit bir kumaş yazık,0
Ürün pamuklu denilmiş ama değil ben kumasini begenmedim ve ust beyaz kısma turuncu boya bulaşmış öylece gönderilmiş,0
dandik bir ürün resimde göründüğü gibi değil,0
İki adet ürün aldım biri pembe biri bu rengini birinin ayağı kısa birinin kolu kısa onu uzun arkası kısa kesınlıkle almayın,0
Görseldeki ile gelen ürünün alakası yok,0
kesinlikle almayın tamamiyle yaniltici kaliteli degil ve çok küçük,0
Çok dandik bir ürün rengi hemen soldu. kumaşı sündü boş verin,0
Cok Cok kalitesiz ve Cok sönük renkte bir ürün. Evet Cok uygun gercekten belkide Bu fiyata normal?,0
kumasi hiç güzel değil asla tavsiye etmiyorum.,0
Küçük geldi ve renkleri soluk hiç beğenmedim fotoğraf la alakası yok,0
Pazar malı gibi çok kötü kafası geçmiyor çok küçük,0
Tüm puanları 9 gün boyunca dağıtıma ürünümü çıkarmayan kargo firmanızdan kırıyorum şikayet oluşturmayınca asla getirmiyorlar,0
Aşırı ince hiç beğenmedim,0
Defolu ürün neden gönderiliyor anlamış değilim şimdi birde iadeyle uğraş birde kumaşı kaliteli değil hayal kırıklığı oldu bende ürünün rengi de resimde ki gibi canlı değil,0
"Aşırı basit, keşke almasaydım dandik durdu giydiremiyorum",0
kesinlikle kalitesiz özensiz etiket dahi yok hiç beğenmedim iade,0
ürün çok ince verdiğim paraya değmedi,0
Ürün bittiği için başka renk göndermişler bide gönderdikleri ürün ipleri hep söküktü,0
Hiç beğenmedim kumaş olarak bana göre sert bir dokuması var,0
Ürün kalitesi çok kötü hiç beğenmedim 👎🏽,0
ikinci giydirmemde hemen tüylendi👎 Beğenmedim. Kalite sıfır ❌,0
Çok kötü delinmiş geldi kumaşı da çok ince iade ediyorum,0
"Ürün görselde ki gibi ama renk daha soluk kalite olarak çok iyi değil,kusura bakmayın beğenmedim",0
Üründen memnun kalmadım ilk yıkamada türerdi gibi bişey oldu rengi soldu iade yada değişim edilmesini rica ettim ama ne yazıkki yardımcı olmadılar ürün elimde patladı tavsiye etmiyorum kalitesiz ürün .,0
malesef ürün istediğim gibi değildi burda göründüğü gibi gelmiyor hatalı ürün geldi Bana,0
Çok kötü. İlk yıkamada renkleri attı.,0
Göründüğü gibi değil çok soluk rengi var ve çok ince alacak olanlara tavsiye etmiyorum.,0
kumaşı begenmedim,0
ilk giymede tiftikledi cok kotu,0
asla fotoğraftaki gibi böyle kaliteli değil çok dandik geldi,0
hiç beğenmedim ürünü göründüğü gbi değil birde ürünüm defolu geldi pijamasinda yırtık vardı helal etmiyorum o parayı,0
Kol sökük hiç güzel değil,0
malesef beklediğim gibi çıkmadı çok ince,0
kumaşı kalitesiz ve hatalı geldi.,0
Hiç göründüğü gibi değil asla tavsiye etmiyorum,0
Oğlum hiç giymediği halde katlanmış bir şekilde dolapta bile tüylendi maalesef,0
Beğenmedim çok kalitesiz,0
kumaşını hiç beğenmedim iade ettim,0
defolu ürün göndermişler söylediğimde de gözden kaçıyor malesef cevabini aldım tavsiye etmiyorum 2 3 parça elbise çocuklara zor alıyoruz zaten oda defolu geliyor yani pes diyorum yazik..,0
elbiseleri nedense tiftikleniyorlar renkleri genelde çabuk soluyor tüylenme yapıyorlar,0
Çok kötü hep tüylendi almayın paranız çöp olur,0
Çok incecik hediye bile götürülemez bu nasıl kumaş eski gibi hiç memnun kalmadim,0
Hiç güzel değil soluk geldi almaya değmez,0
"Kesinlikle yumuşak değil,incecik ve sert yapılı. Yorumlara bakarak almıştım ama alakası yok maalesef iade edeceğim.",0
Bluz hemen soldu rengı gıttı beğenmedim,0
cok kötü kumasi var alt pantolon kesimide kötü almayin yazik paraniza,0
kesinlikle tavsiye etmiyorum 5 kurul etmiyor ilk yıkamada tiftiklendi ve incecik,0
rengi ilk yıkamada soldu kalitesiz,0
Ürün defolu geldi.,0
hiç almanızı önermiyorum hiç kaliteli değil kumaşı çok ince kumaşı dokunuşu kötü kalitesiz,0
Hiç güzel değil ilk yıkamada rengi soldu ve kumaşı tüylendi.,0
o kadar kötü ki incecik bir kumaşı var. daha ikinci giymede pamuklanmaya başladı dizleri,0
hiç beğenmedim bi yıkamada hemen rengi gitti(:,0
Ürün çok kötü fotoğrafta göründüğünden soluk geldi bi de tabi ki bebeğime giydirmeden yıkadım iyice rengi attı kesinlikle almayın zaten çok ince bir ürün tavsiye etmiyorum,0
hemen pamuklandı begenmedim,0
Renk attı pamuklandı çekti çok kötü,0
rengi attı hiç güzel değil 50 TL bile çok bu ürüne,0
Çok kalitesiz fotoğraftakiyle alakası yok,0
"Ürünün yaka kısmı sökük geldi, ayrıca 3-6 ay iştemiştim 9 ay yollamışlar 🙄 iade",0
hiç göründüğü gibi deil incecik ve alt pantolan iki giymede topacik topacik oldu giyilecek gibi deil yani artik,0
"Bu ürün göründüğü gibi gelmedi. Kumaşı ve rengi resmedildiği gibi değil. İnce penye ve rengi soluk. bu firmanın ürünleri bu şekilde geliyor ise tavsiye etmiyorum. Resim başka, gelen ürün başka dokuda .",0
kumaşı idare eder ama defolu geldi iki yerinde delik var uğraşmak istemediğinden değişim talep etmedim,0
Hiç göründüğü gibi değil altı çok ince ve kalitesiz,0
Verilen paraya yazık çok kötü kumaşı ilk yıkamada soldu rengi tavsiye etmem çok kötü,0
Beklentimin altında çıktı.Rengi fotoğrafta göründüğü gibi canlı ve albenili değil.Sanki defalarca yıkanmış ve rengi solmuş gibi bir görüntüsü var. Ayrıca dokusu Çok kalitesiz ve Çok ince. Beğenmedim tavsiye etmiyorum.,0
göründüğü gibi değil ürün,0
Hiç beğenmedim incecik,0
ürün hatalı geldi dikim hatası geldi tekrar iade,0
Rengi çok soluk kumaş kalitesini de begenmedim,0
Ürünü hiç begenmedm üstüne burda göründüğü gibi değil,0
ürün göründüğü gibi gelmedi.renkler soluk ve çok ince,0
göründugu gibi kaliteli değil.,0
Ürünün kumaşı sert ayrıca bacağının biri diğerinden kısa iade edeceğim malesef,0
göründüğü gibi değil beğenmedim,0
Bir yıkamada küçüldü malı da çok kötü,0
aşırı basit yapmışlar bel lastikleri çok basitmiş memnun kalmadım kumaşı hiç iyi değil..,0
göründüğü gibi değil çok ince kalitesiz bedava verseler alıncak değil,0
ürünün malı o kadar kötü kalitesiz ki çeksem yirtilacak,0
tek yıkamada rengi soldu önermiyorum,0
kumaşı kaliteli değil ve hatalı geldi. kumaşı da göründüğü gibi değildi.,0
Gönderdiğiniz ürünün resimdeki ürünle hiç alakası yok kargoyla uğraşmamak için iade etmiyorum ama işinizi düzgün yapın,0
ürünün baskısı güzel. 18 ay diye satılan ürün yeni doğan bebeğe güçlükle olur. penyesi çok kalitesiz. hiç esnemiyor. odun gibi. kusura bakmayın. eksi puan.,0
başka ürün göndermişler o yüzden tek yıldız,0
Kumaşı çok sert ve alt eşofmanın lastiği minicik ve sıkı. Çocuğu rahatsız eder yani. İade edeceğim,0
hiç begenmedim,0
Ya böyle bişey olamaz resmen delikli ürün yollamışlar,0
Üst takımında noktadan büyük renkli lekeler var Önünde arkasında heryerğnde lekeler var,0
ürün bebek ler için hiç uygun değil sert bir yapısı var tahmin ettiğim gibi çıkmadı.,0
Bu fiyata kalitesi çok kötü milleti kazıklıyorsunuz üstelik yanlış beden göndermişsiniz,0
kolları çok dar ve ürün kusurlu geldi iade ettim,0
çok çok küçük ve mali hiç kaliteli değil yazık paranıza almayın,0
Çok kalitesiz bi kumaşı var ilk yıkamadan sonra bi şekli şemali değişti üst sündü alt daraldı bu fiyata asla değmez 👎🏻,0
fotoğraftaki gibi kaliteli durmuyor malesef. ayrıca boyun kısmında çıtçıt düğme filan yok giydirmesi sıkıntı,0
rengi aşırı soluk fotoğrafla alakası olmadığı gibi çok kalitesiz. Asla tavsiye etmiyorum,0
ürünler göründüğü gibi değildir bilginize hiç memnun kalmadım renkler çok soluk ve ince kumaştan üretilmiştir,0
Çok köyü kumaş asla bu fiyata değmez iade ettim,0
"Öncelikle etiketsiz ve fason bir ürün olduğu için çok üzüldüm. Ayrıca tam bir teşhir ürünü gibiydi. Paketleme yok, askısı yok, üzerinde koruyucu bir seffaf bile yoktu. Kargo poşetine tıkılmış bir şekilde geldi, ve çok aşırı ince nerdeyse tek iplik çok basit bir ürün çok pişman oldum, daha da içine sinmesse iade edeceğim. Tam bir hayal kırıklığına u",0
Ürünün rengini hiç beğenmedin .Görundüğu gibi değildi.Üst kazak kumaşi güzeldi AMa eşofmanı kalitesiz .Tavsiye etmiyorum.,0
Ürün göründüğü gibi değil fotoğraf tamamen parlatılmış,0
Çok alakasız turuncu baska bir ürün gelmiş bu ne anlamadım ??,0
çok uygun fiyatafa 500 kusur liraya ceyizime aldım. alın aldırın. hasarsız geldi paketleme iyiydi,1
Çeyizim için aldım oldukça kaliteli paketlemesi de çok güzeldi tavsiye ederim,1
çok güzel kaliteli bir ürün.ben bayıldım rengine kalitesine.5 yıldızı sonuna kadar hakeden bir ürün.gonul rahatligiyla sipariş verebilirsiniz.paketleme de çok iyiydi.kargoda hızlı geldi.,1
Çok güzeller aynısı bende de vardı annemede aldım,1
taç kalitesi çok güzel indirimde kızımın çeyizi için aldım tavsiye ederim,1
fiyatına göre çok kullanışlı çok güzel bir set anneme hediye aldım .,1
kaliteli 👌,1
gayet memnun kaldık paketlenmesi çok güzeldi istediğimiz gibi bi ürün geldi teşekkür ederiz,1
Kasım indirimlerinde çok uyguna aldım ve çok memnun kaldım,1
Çok beğendim pilavlar mis gibi oluyor,1
Ürün yeni geldi kargo süper paketleme süper ben inanın bu kadar tahimin etmiyordum annem bana hediye aldı ve şimdi kendinede sipariş verdi,1
Çok güzel paketlenmiş teşekkürler,1
çok beğendim teşekkür ettim.cok guzel ambalajlanmis,1
Tencereler harika güzel sağlam paketleme çok beyendim tavsiye ederim satıcıya çok teşekkür ederim,1
"Annem'e hediye olarak aldım, çok beğendi.Kendime de tombik olan seti almıştım, Gayet kullanışlı tencereler ve tava hep elimin altında duruyor.Diğer tencereleri de kullanmaz oldum😀👏🏼🤩🍲",1
paketlenmesi özenle yapılmıştı tencereler gayet ideal boyutta geldi ben memnun kaldım,1
anneme hediye olarak aldık çok beğendi kaliteli ürün,1
çok iyi çok kaliteli mutlaka almalisiniz tekrar almayı düşünüyorum,1
geçen sene almıştım bu sene evime gecince kullanmaya başladım çok güzel gram soyulma veya kalkma yok tencerelerde bayıldım herkese tavsiye ederim,1
çeyizim için aldım çok memnun kaldım teşekkürler,1
"paketleme, kargosu başarılıydı tencereleri de kullanıyorum çok memnunum",1
"Annem 🌸 için almıştım herhangi bir problemle karışlaşmadık, özenli paketlenmiş teşekkür ederizz",1
cok güzel Bir şekilde paketlenmiş ve hızlı bi süre de teslim edildi,1
